cylinders,displ,drive,make,model,trany
6.0,3.7,All-Wheel Drive,Acura,TL 4WD,MANUAL
6.0,3.7,All-Wheel Drive,Acura,TL 4WD,AUTO
6.0,2.7,Front-Wheel Drive,Chrysler,Sebring FFV,AUTO
6.0,2.7,Front-Wheel Drive,Dodge,Avenger FFV,AUTO
8.0,4.6,All-Wheel Drive,Lexus,LS 460 AWD,AUTO
8.0,4.6,All-Wheel Drive,Lexus,LS 460 L AWD,AUTO
8.0,4.4,Rear-Wheel Drive,BMW,550 GT,AUTO
8.0,4.4,All-Wheel Drive,BMW,750i xDrive,AUTO
8.0,4.4,Rear-Wheel Drive,BMW,750Li,AUTO
8.0,4.4,All-Wheel Drive,BMW,750Li xDrive,AUTO
4.0,2.3,Rear-Wheel Drive,Ford,Ranger 2WD,MANUAL
6.0,4.0,Rear-Wheel Drive,Ford,Ranger 2WD,AUTO
8.0,5.6,Rear-Wheel Drive,Nissan,Titan 2WD FFV,AUTO
8.0,5.6,4-Wheel Drive,Nissan,Titan 4WD,AUTO
8.0,5.6,4-Wheel Drive,Nissan,Titan 4WD FFV,AUTO
4.0,2.4,All-Wheel Drive,Honda,CR-V 4WD,AUTO
4.0,2.5,All-Wheel Drive,Nissan,Rogue AWD,AUTO
6.0,4.0,4-Wheel Drive,Toyota,4Runner 4WD,AUTO
6.0,4.0,Part-time 4-Wheel Drive,Toyota,4Runner 4WD,AUTO
6.0,4.0,Part-time 4-Wheel Drive,Toyota,FJ Cruiser 4WD,AUTO
6.0,4.0,4-Wheel Drive,Toyota,FJ Cruiser 4WD,MANUAL
6.0,3.5,All-Wheel Drive,Toyota,Highlander 4WD,AUTO
6.0,3.3,All-Wheel Drive,Toyota,Highlander Hybrid 4WD,AUTO
6.0,3.5,All-Wheel Drive,Lexus,GS 350 AWD,AUTO
8.0,4.8,Rear-Wheel Drive,Chevrolet,Silverado C15 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Silverado C15 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,Silverado C15 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Silverado C15 XFE 2WD FFV,AUTO
8.0,4.8,Rear-Wheel Drive,GMC,Sierra C15 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Sierra C15 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Sierra C15 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Sierra C15 XFE 2WD FFV,AUTO
8.0,4.8,4-Wheel Drive,Chevrolet,Silverado K15 4WD FFV,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Silverado K15 4WD FFV,AUTO
8.0,6.2,4-Wheel Drive,Chevrolet,Silverado K15 4WD FFV,AUTO
8.0,6.0,4-Wheel Drive,Chevrolet,Silverado 15 Hybrid 4WD,AUTO
8.0,4.8,4-Wheel Drive,GMC,Sierra K15 4WD FFV,AUTO
8.0,5.3,4-Wheel Drive,GMC,Sierra K15 4WD FFV,AUTO
8.0,6.2,4-Wheel Drive,GMC,Sierra K15 4WD FFV,AUTO
8.0,6.0,4-Wheel Drive,GMC,Sierra 15 Hybrid 4WD,AUTO
8.0,6.2,All-Wheel Drive,GMC,Sierra K15 AWD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,Cadillac,Escalade 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,Cadillac,Escalade ESV 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Avalanche 1500 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,Avalanche 1500 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Suburban 1500 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,Suburban 1500 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Tahoe 1500 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Yukon 1500 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Yukon 1500 2WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Yukon XL 1500 2WD FFV,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Yukon XL 1500 2WD FFV,AUTO
6.0,3.7,All-Wheel Drive,Acura,MDX 4WD,AUTO
8.0,6.2,All-Wheel Drive,Cadillac,Escalade AWD FFV,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Tahoe 1500 4WD FFV,AUTO
8.0,6.0,4-Wheel Drive,Chevrolet,Tahoe Hybrid 4WD,AUTO
8.0,5.3,4-Wheel Drive,GMC,Yukon 1500 4WD FFV,AUTO
8.0,6.0,4-Wheel Drive,GMC,Yukon 1500 Hybrid 4WD,AUTO
8.0,6.2,All-Wheel Drive,GMC,Yukon Denali 1500 AWD FFV,AUTO
4.0,2.4,All-Wheel Drive,Honda,Element 4WD,AUTO
4.0,2.4,All-Wheel Drive,Honda,Element 4WD,MANUAL
6.0,3.7,Rear-Wheel Drive,Nissan,370Z Roadster,AUTO
6.0,3.7,Rear-Wheel Drive,Nissan,370Z Roadster,MANUAL
6.0,3.0,All-Wheel Drive,BMW,335ci xDrive,AUTO
6.0,3.0,All-Wheel Drive,BMW,335ci xDrive,MANUAL
6.0,3.0,All-Wheel Drive,BMW,328i xDrive,AUTO
6.0,3.0,All-Wheel Drive,BMW,328i xDrive,MANUAL
6.0,3.0,All-Wheel Drive,BMW,335i xDrive,AUTO
6.0,3.0,All-Wheel Drive,BMW,335i xDrive,MANUAL
6.0,3.0,All-Wheel Drive,BMW,328i Sport Wagon xDrive,AUTO
6.0,3.0,All-Wheel Drive,BMW,328i Sport Wagon xDrive,MANUAL
6.0,3.5,All-Wheel Drive,Infiniti,EX35 AWD,AUTO
8.0,4.4,All-Wheel Drive,BMW,ActiveHybrid X6,AUTO
6.0,3.0,All-Wheel Drive,BMW,X3 xDrive30i,AUTO
6.0,3.0,All-Wheel Drive,BMW,X3 xDrive30i,MANUAL
6.0,3.0,All-Wheel Drive,BMW,X5 xDrive30i,AUTO
8.0,4.8,All-Wheel Drive,BMW,X5 xDrive48i,AUTO
6.0,3.0,All-Wheel Drive,BMW,X6 xDrive35i,AUTO
8.0,4.4,All-Wheel Drive,BMW,X6 xDrive50i,AUTO
8.0,5.4,4-Wheel Drive,Ford,Expedition 4WD FFV,AUTO
6.0,3.5,All-Wheel Drive,Infiniti,FX35 AWD,AUTO
8.0,5.0,All-Wheel Drive,Infiniti,FX50,AUTO
8.0,5.5,4-Wheel Drive,Mercedes-Benz,G550,AUTO
6.0,3.5,All-Wheel Drive,Nissan,Murano AWD,AUTO
6.0,3.7,Rear-Wheel Drive,Nissan,370Z,MANUAL
6.0,3.7,Rear-Wheel Drive,Nissan,370Z,AUTO
4.0,2.4,Front-Wheel Drive,Suzuki,Kizashi S,AUTO
4.0,2.4,Front-Wheel Drive,Suzuki,Kizashi,AUTO
4.0,2.4,Front-Wheel Drive,Suzuki,Kizashi S,MANUAL
4.0,2.4,Front-Wheel Drive,Suzuki,Kizashi,MANUAL
4.0,2.4,All-Wheel Drive,Suzuki,Kizashi S AWD,AUTO
4.0,2.4,All-Wheel Drive,Suzuki,Kizashi AWD,AUTO
6.0,3.0,Rear-Wheel Drive,Cadillac,CTS,MANUAL
4.0,2.4,Front-Wheel Drive,Buick,Lacrosse/Allure,AUTO
6.0,3.7,4-Wheel Drive,Infiniti,G37x,AUTO
8.0,5.0,All-Wheel Drive,Lexus,LS 600h L,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,535i Gran Turismo,AUTO
8.0,5.0,Rear-Wheel Drive,Jaguar,XJ,AUTO
8.0,4.8,Rear-Wheel Drive,Porsche,Panamera S,AUTO
8.0,4.8,All-Wheel Drive,Porsche,Panamera 4S,AUTO
8.0,4.8,All-Wheel Drive,Porsche,Panamera Turbo,AUTO
4.0,1.8,Front-Wheel Drive,Nissan,Cube,AUTO
6.0,3.5,Front-Wheel Drive,Honda,Accord Crosstour 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Hyundai,Tucson 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Hyundai,Tucson 2WD,MANUAL
6.0,2.8,All-Wheel Drive,Cadillac,SRX AWD,AUTO
6.0,3.5,All-Wheel Drive,Honda,Accord Crosstour 4WD,AUTO
6.0,3.7,All-Wheel Drive,Acura,ZDX 4WD,AUTO
4.0,2.4,4-Wheel Drive,Hyundai,Santa Fe 4WD,AUTO
6.0,3.5,4-Wheel Drive,Hyundai,Santa Fe 4WD,AUTO
4.0,2.4,4-Wheel Drive,Hyundai,Tucson 4WD,AUTO
4.0,2.4,4-Wheel Drive,Hyundai,Tucson 4WD,MANUAL
6.0,3.5,4-Wheel Drive,Mercedes-Benz,ML450 Hybrid 4matic,AUTO
6.0,3.5,All-Wheel Drive,Toyota,Venza AWD,AUTO
8.0,4.6,4-Wheel Drive,Lexus,GX 460,AUTO
8.0,6.3,Rear-Wheel Drive,Mercedes-Benz,SL63 AMG,AUTO
8.0,4.0,Rear-Wheel Drive,BMW,M3 Sedan,MANUAL
8.0,4.0,Rear-Wheel Drive,BMW,M3 Sedan,AUTO
8.0,4.4,Rear-Wheel Drive,BMW,550i,MANUAL
8.0,4.4,Rear-Wheel Drive,BMW,ActiveHybrid 7i,AUTO
4.0,2.4,Front-Wheel Drive,Buick,Regal,AUTO
6.0,3.7,Rear-Wheel Drive,Infiniti,M37,AUTO
6.0,3.7,All-Wheel Drive,Infiniti,M37x,AUTO
8.0,5.6,Rear-Wheel Drive,Infiniti,M56,AUTO
8.0,5.6,All-Wheel Drive,Infiniti,M56x,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,740i,AUTO
6.0,3.0,Rear-Wheel Drive,BMW,740Li,AUTO
8.0,4.4,Rear-Wheel Drive,BMW,ActiveHybrid 7Li,AUTO
8.0,4.4,All-Wheel Drive,BMW,Alpina B7 LWB xDrive,AUTO
8.0,4.4,All-Wheel Drive,BMW,Alpina B7 SWB xDrive,AUTO
6.0,3.0,All-Wheel Drive,BMW,328i xDrive Sports Wagon,MANUAL
6.0,3.0,All-Wheel Drive,BMW,328i xDrive Sports Wagon,AUTO
4.0,2.5,All-Wheel Drive,Subaru,Impreza Wagon/Outback Sport AWD,MANUAL
4.0,2.5,All-Wheel Drive,Subaru,Impreza Wagon/Outback Sport AWD,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Silverado K15 4WD,AUTO
8.0,4.8,4-Wheel Drive,Chevrolet,Silverado K15 4WD,AUTO
8.0,5.3,4-Wheel Drive,GMC,Sierra K15 4WD,AUTO
8.0,4.8,4-Wheel Drive,GMC,Sierra K15 4WD,AUTO
8.0,4.8,Rear-Wheel Drive,Chevrolet,Express 2500 2WD Passenger,AUTO
8.0,4.8,Rear-Wheel Drive,GMC,Savana 1500 2WD (Passenger),AUTO
6.0,3.5,Front-Wheel Drive,Hyundai,Entourage,AUTO
6.0,3.5,All-Wheel Drive,Toyota,Sienna AWD,AUTO
6.0,3.6,Rear-Wheel Drive,Jeep,Grand Cherokee 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Kia,Sorento 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Kia,Sorento 2WD,MANUAL
6.0,3.5,Front-Wheel Drive,Kia,Sorento 2WD,AUTO
6.0,3.7,Front-Wheel Drive,Lincoln,MKT FWD,AUTO
6.0,3.0,All-Wheel Drive,BMW,X5 xDrive35i,AUTO
8.0,4.4,All-Wheel Drive,BMW,X5 xDrive50i,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Avalanche 1500 4WD,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Suburban 1500 4WD,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Tahoe 1500 4WD,AUTO
8.0,5.3,4-Wheel Drive,GMC,Yukon 1500 4WD,AUTO
8.0,5.3,4-Wheel Drive,GMC,Yukon XL 1500 4WD,AUTO
6.0,3.6,4-Wheel Drive,Jeep,Grand Cherokee 4WD,AUTO
4.0,2.4,4-Wheel Drive,Kia,Sorento 4WD,AUTO
6.0,3.5,4-Wheel Drive,Kia,Sorento 4WD,AUTO
6.0,3.7,All-Wheel Drive,Lincoln,MKT AWD,AUTO
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,SLK300,MANUAL
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,SLK300,AUTO
6.0,3.4,Rear-Wheel Drive,Porsche,Boxster Spyder,MANUAL
6.0,3.4,Rear-Wheel Drive,Porsche,Boxster Spyder,AUTO
4.0,2.5,Front-Wheel Drive,Mercury,Milan FWD,MANUAL
6.0,3.5,4-Wheel Drive,Lincoln,MKZ AWD,AUTO
4.0,2.5,Front-Wheel Drive,Mercury,Milan S FWD,MANUAL
4.0,2.4,Front-Wheel Drive,Buick,LaCrosse,AUTO
6.0,3.6,Front-Wheel Drive,Buick,LaCrosse,AUTO
8.0,6.2,Rear-Wheel Drive,Cadillac,CTS,AUTO
8.0,6.2,Rear-Wheel Drive,Cadillac,CTS,MANUAL
6.0,3.6,All-Wheel Drive,Buick,LaCrosse AWD,AUTO
6.0,3.6,4-Wheel Drive,Porsche,Panamera 4,AUTO
8.0,4.7,4-Wheel Drive,Dodge,Dakota Pickup 4WD,AUTO
8.0,4.7,4-Wheel Drive,Dodge,Ram 1500 Pickup 4WD,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Express 1500 2WD Cargo,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Express 1500 2WD Conversion Cargo,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Express 2500 2WD Conversion Cargo,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Express 2500 2WD Cargo,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Express 3500 2WD Cargo,AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Savana 2500 2WD Conversion (cargo),AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Savana 2500 2WD (cargo),AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Savana 3500 2WD (cargo),AUTO
8.0,5.3,All-Wheel Drive,Chevrolet,Express 1500 AWD Conversion Cargo,AUTO
8.0,5.3,All-Wheel Drive,Chevrolet,Express 1500 AWD Cargo,AUTO
8.0,5.3,All-Wheel Drive,GMC,Savana 1500  AWD (cargo),AUTO
8.0,5.3,All-Wheel Drive,GMC,Savana 1500  AWD Conversion (cargo),AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Express 2500 2WD Passenger,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Express 3500 2WD Passenger,AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Savana 2500 2WD (Passenger),AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Savana 3500 2WD (Passenger),AUTO
8.0,5.3,All-Wheel Drive,Chevrolet,Express 1500 AWD Passenger,AUTO
8.0,5.3,All-Wheel Drive,GMC,Savana 1500 AWD (Passenger),AUTO
6.0,3.7,Front-Wheel Drive,Ford,Edge FWD,AUTO
6.0,3.7,Front-Wheel Drive,Lincoln,MKX FWD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Suburban 2500 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Yukon XL 2500 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Kia,Sportage 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Kia,Sportage 2WD,MANUAL
6.0,3.2,Front-Wheel Drive,Volvo,XC90 FWD,AUTO
6.0,3.7,All-Wheel Drive,Ford,Edge AWD,AUTO
6.0,3.7,All-Wheel Drive,Lincoln,MKX AWD,AUTO
8.0,6.0,4-Wheel Drive,Cadillac,Escalade Hybrid 4WD,AUTO
8.0,6.2,All-Wheel Drive,Cadillac,Escalade ESV AWD,AUTO
8.0,6.2,All-Wheel Drive,GMC,Yukon XL 1500 AWD,AUTO
8.0,6.0,4-Wheel Drive,Chevrolet,Suburban 2500 4WD,AUTO
8.0,6.0,4-Wheel Drive,GMC,Yukon XL 2500 4WD,AUTO
4.0,2.4,4-Wheel Drive,Kia,Sportage 4WD,AUTO
4.0,2.4,4-Wheel Drive,Kia,Sportage 4WD,MANUAL
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,R350 4matic,AUTO
6.0,3.2,All-Wheel Drive,Volvo,XC90 AWD,AUTO
6.0,2.8,All-Wheel Drive,Saab,9-5 Sedan AWD,AUTO
6.0,3.6,Rear-Wheel Drive,Porsche,911 GT2 RS,MANUAL
6.0,3.5,All-Wheel Drive,Lexus,IS 350 AWD,AUTO
4.0,1.8,Front-Wheel Drive,Chevrolet,Cruze,MANUAL
4.0,1.4,Front-Wheel Drive,Chevrolet,Cruze,AUTO
6.0,3.0,4-Wheel Drive,Mercedes-Benz,C300 4matic,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Cooper S Countryman,AUTO
4.0,1.6,Front-Wheel Drive,MINI,Cooper S Countryman,MANUAL
4.0,1.6,All-Wheel Drive,MINI,Cooper S Countryman All4,AUTO
4.0,1.6,All-Wheel Drive,MINI,Cooper S Countryman All4,MANUAL
4.0,2.0,Front-Wheel Drive,Suzuki,SX4 Sport/Anniversary Edition,MANUAL
4.0,2.0,Front-Wheel Drive,Suzuki,SX4 Sport/Anniversary Edition,AUTO
8.0,4.4,All-Wheel Drive,BMW,550i xDrive,AUTO
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,E350 Bluetec,AUTO
6.0,3.0,All-Wheel Drive,BMW,535i xDrive Gran Turismo,AUTO
8.0,4.4,Rear-Wheel Drive,BMW,550i Gran Turismo,AUTO
8.0,4.4,All-Wheel Drive,BMW,550i xDrive Gran Turismo,AUTO
8.0,4.6,Rear-Wheel Drive,Hyundai,Equus,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,E250 Van FFV,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E250 Van FFV,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E350 Van FFV,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E150 Van FFV,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,E150 Van FFV,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E350 Wagon FFV,AUTO
8.0,5.4,Rear-Wheel Drive,Ford,E150 Wagon FFV,AUTO
8.0,4.6,Rear-Wheel Drive,Ford,E150 Wagon FFV,AUTO
8.0,5.4,4-Wheel Drive,Lincoln,Navigator 4WD FFV,AUTO
4.0,2.0,Front-Wheel Drive,Mitsubishi,Outlander Sport 2WD,MANUAL
4.0,2.0,Front-Wheel Drive,Mitsubishi,Outlander Sport 2WD,AUTO
8.0,6.2,All-Wheel Drive,Cadillac,Escalade Ext AWD,AUTO
6.0,3.0,All-Wheel Drive,Ford,Escape 4WD FFV,AUTO
4.0,2.5,All-Wheel Drive,Ford,Escape 4WD,AUTO
6.0,3.0,All-Wheel Drive,Mazda,Tribute 4WD FFV,AUTO
4.0,2.5,All-Wheel Drive,Mazda,Tribute 4WD,AUTO
6.0,3.0,4-Wheel Drive,Mercedes-Benz,ML350 Bluetec 4matic,AUTO
6.0,3.0,4-Wheel Drive,Mercedes-Benz,R350 Bluetec 4matic,AUTO
6.0,3.0,All-Wheel Drive,Mercury,Mariner 4WD FFV,AUTO
4.0,2.5,All-Wheel Drive,Mercury,Mariner 4WD,AUTO
4.0,2.0,4-Wheel Drive,Mitsubishi,Outlander Sport 4WD,AUTO
6.0,2.5,Rear-Wheel Drive,Infiniti,G25,AUTO
6.0,2.5,All-Wheel Drive,Infiniti,G25x,AUTO
4.0,1.6,Front-Wheel Drive,Nissan,Juke,MANUAL
4.0,1.6,Front-Wheel Drive,Nissan,Juke,AUTO
4.0,1.6,All-Wheel Drive,Nissan,Juke AWD,AUTO
8.0,5.0,All-Wheel Drive,Infiniti,FX50 AWD,AUTO
8.0,6.0,4-Wheel Drive,GMC,Yukon Denali 1500 Hybrid 4WD,AUTO
6.0,3.8,Rear-Wheel Drive,Porsche,911 Speedster,AUTO
4.0,2.0,Front-Wheel Drive,Kia,Forte Eco,AUTO
4.0,2.0,Front-Wheel Drive,Kia,Optima,AUTO
6.0,3.0,All-Wheel Drive,Porsche,Cayenne S Hybrid,AUTO
4.0,1.4,Front-Wheel Drive,Chevrolet,Cruze Eco,AUTO
4.0,2.0,Front-Wheel Drive,Buick,Regal,AUTO
4.0,2.0,Front-Wheel Drive,Buick,Regal,MANUAL
4.0,2.4,Front-Wheel Drive,Chrysler,200,AUTO
6.0,3.6,Front-Wheel Drive,Chrysler,200,AUTO
6.0,3.6,Front-Wheel Drive,Dodge,Avenger,AUTO
8.0,6.2,Rear-Wheel Drive,Cadillac,CTS Wagon,MANUAL
8.0,5.0,Rear-Wheel Drive,Ford,F150 Pickup 2WD FFV,AUTO
6.0,3.5,Rear-Wheel Drive,Ford,F150 Pickup 2WD,AUTO
6.0,3.7,4-Wheel Drive,Ford,F150 Pickup 4WD FFV,AUTO
8.0,5.0,4-Wheel Drive,Ford,F150 Pickup 4WD FFV,AUTO
6.0,3.5,4-Wheel Drive,Ford,F150 Pickup 4WD,AUTO
8.0,6.2,4-Wheel Drive,Ford,F150 Raptor Pickup 4WD,AUTO
6.0,3.6,Front-Wheel Drive,Chrysler,Town and Country,AUTO
6.0,3.6,Front-Wheel Drive,Dodge,Grand Caravan,AUTO
6.0,3.6,Front-Wheel Drive,Volkswagen,Routan,AUTO
6.0,3.6,Rear-Wheel Drive,Dodge,Durango 2WD,AUTO
4.0,2.4,Front-Wheel Drive,Dodge,Journey FWD,AUTO
6.0,3.6,Front-Wheel Drive,Dodge,Journey FWD,AUTO
6.0,3.5,Front-Wheel Drive,Ford,Explorer FWD,AUTO
6.0,3.0,All-Wheel Drive,BMW,X3 xDrive28i,AUTO
6.0,3.0,All-Wheel Drive,BMW,X3 xDrive35i,AUTO
6.0,3.6,4-Wheel Drive,Dodge,Durango 4WD,AUTO
8.0,5.7,4-Wheel Drive,Dodge,Durango 4WD,AUTO
6.0,3.6,4-Wheel Drive,Dodge,Journey AWD,AUTO
6.0,3.5,4-Wheel Drive,Ford,Explorer 4WD,AUTO
6.0,3.0,All-Wheel Drive,Volkswagen,Touareg Hybrid,AUTO
4.0,1.8,Front-Wheel Drive,Chevrolet,Cruze,AUTO
8.0,5.5,Rear-Wheel Drive,Mercedes-Benz,S63 AMG,AUTO
8.0,4.4,Rear-Wheel Drive,BMW,Alpina B7 LWB,AUTO
8.0,4.4,Rear-Wheel Drive,BMW,Alpina B7 SWB,AUTO
8.0,4.5,Rear-Wheel Drive,Ferrari,458 Italia,AUTO
8.0,4.4,All-Wheel Drive,BMW,550i xDrive GT,AUTO
4.0,2.0,Front-Wheel Drive,Saab,9-5 Sedan,AUTO
4.0,2.0,Front-Wheel Drive,Saab,9-5 Sedan,MANUAL
6.0,2.8,All-Wheel Drive,Saab,9-4X AWD,AUTO
6.0,3.0,All-Wheel Drive,Saab,9-4X AWD,AUTO
6.0,3.0,Front-Wheel Drive,Saab,9-4X FWD,AUTO
6.0,2.5,Front-Wheel Drive,Sterling,825,AUTO
6.0,2.5,Front-Wheel Drive,Sterling,825,MANUAL
4.0,2.0,Front-Wheel Drive,Chevrolet,Corsica,AUTO
4.0,2.0,Front-Wheel Drive,Chevrolet,Corsica,MANUAL
6.0,2.8,Front-Wheel Drive,Chevrolet,Corsica,AUTO
6.0,2.8,Front-Wheel Drive,Chevrolet,Corsica,MANUAL
4.0,2.2,Front-Wheel Drive,Dodge,Omni,AUTO
4.0,2.2,Front-Wheel Drive,Dodge,Omni,MANUAL
4.0,2.2,Front-Wheel Drive,Plymouth,Horizon,AUTO
4.0,2.2,Front-Wheel Drive,Plymouth,Horizon,MANUAL
4.0,2.2,Front-Wheel Drive,Chrysler,LeBaron GTS,AUTO
4.0,2.2,Front-Wheel Drive,Chrysler,LeBaron GTS,MANUAL
4.0,2.5,Front-Wheel Drive,Chrysler,LeBaron GTS,AUTO
4.0,2.5,Front-Wheel Drive,Chrysler,LeBaron GTS,MANUAL
4.0,2.5,Front-Wheel Drive,Chrysler,New Yorker,AUTO
4.0,2.2,Front-Wheel Drive,Dodge,Lancer,AUTO
4.0,2.2,Front-Wheel Drive,Dodge,Lancer,MANUAL
4.0,2.5,Front-Wheel Drive,Dodge,Lancer,AUTO
4.0,2.5,Front-Wheel Drive,Dodge,Lancer,MANUAL
8.0,6.2,Rear-Wheel Drive,Pontiac,G8,AUTO
8.0,6.2,Rear-Wheel Drive,Pontiac,G8,MANUAL
8.0,5.0,Rear-Wheel Drive,Cadillac,Brougham,AUTO
8.0,4.7,Rear-Wheel Drive,Aston Martin,V8 Vantage S,AUTO
6.0,3.5,All-Wheel Drive,Nissan,Murano CrossCabriolet,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,MANUAL
8.0,5.0,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,MANUAL
8.0,5.7,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,R10 Pickup 2WD,MANUAL
6.0,4.3,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,MANUAL
8.0,5.0,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,MANUAL
8.0,5.7,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,R20 (C20) Pickup 2WD,MANUAL
4.0,2.2,Rear-Wheel Drive,Dodge,Dakota Pickup 2WD,MANUAL
6.0,4.3,Rear-Wheel Drive,GMC,R15 Pickup 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,R15 Pickup 2WD,MANUAL
8.0,5.0,Rear-Wheel Drive,GMC,R15 Pickup 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,GMC,R15 Pickup 2WD,MANUAL
8.0,5.7,Rear-Wheel Drive,GMC,R15 Pickup 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,GMC,R15 Pickup 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,GMC,R15 Pickup 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,R15 Pickup 2WD,MANUAL
6.0,4.3,Rear-Wheel Drive,GMC,R25 Pickup 2WD,AUTO
6.0,4.3,Rear-Wheel Drive,GMC,R25 Pickup 2WD,MANUAL
8.0,5.0,Rear-Wheel Drive,GMC,R25 Pickup 2WD,AUTO
8.0,5.0,Rear-Wheel Drive,GMC,R25 Pickup 2WD,MANUAL
8.0,5.7,Rear-Wheel Drive,GMC,R25 Pickup 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,GMC,R25 Pickup 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,GMC,R25 Pickup 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,R25 Pickup 2WD,MANUAL
