cylinders,displ,drive,make,model,trany
4.0,2.3,Rear-Wheel Drive,Volvo,740 Wagon,AUTO
4.0,2.3,Rear-Wheel Drive,Volvo,740 Wagon,MANUAL
8.0,6.2,4-Wheel or All-Wheel Drive,Chevrolet,V10 (K10) Suburban 4WD,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,V15 Suburban 4WD,AUTO
8.0,5.6,Rear-Wheel Drive,Wallace Environmental,Wetl 500 SL,AUTO
8.0,5.6,Rear-Wheel Drive,Wallace Environmental,Wetl 560 SL,AUTO
4.0,2.3,Rear-Wheel Drive,Import Trade Services,ITS 190E,AUTO
4.0,2.3,Rear-Wheel Drive,Import Trade Services,ITS 190E 2.0,AUTO
4.0,2.3,Rear-Wheel Drive,Import Trade Services,ITS 190E 2.3,AUTO
4.0,2.3,Rear-Wheel Drive,Import Trade Services,ITS 230CE,AUTO
6.0,2.9,Rear-Wheel Drive,Import Trade Services,MB 300E,MANUAL
8.0,5.6,Rear-Wheel Drive,Wallace Environmental,Wetl 500 SE,AUTO
8.0,5.6,Rear-Wheel Drive,Wallace Environmental,Wetl 500 SEC,AUTO
8.0,5.6,Rear-Wheel Drive,Wallace Environmental,Wetl 560 SEC,AUTO
6.0,2.5,Rear-Wheel Drive,Import Trade Services,ITS 520,AUTO
8.0,5.6,Rear-Wheel Drive,Wallace Environmental,Wetl 500 SEL,AUTO
8.0,5.6,Rear-Wheel Drive,Wallace Environmental,Wetl 560 SEL,AUTO
4.0,2.3,Rear-Wheel Drive,Import Trade Services,ITS 200TE,AUTO
4.0,2.3,Rear-Wheel Drive,Import Trade Services,ITS 230TE,AUTO
8.0,6.2,4-Wheel or All-Wheel Drive,Chevrolet,K1500 Pickup 4WD,MANUAL
8.0,6.2,4-Wheel or All-Wheel Drive,Chevrolet,K2500 Pickup 4WD,MANUAL
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,Sierra 1500 4WD,MANUAL
8.0,6.2,4-Wheel or All-Wheel Drive,GMC,Sierra 2500 4WD,MANUAL
6.0,3.1,4-Wheel or All-Wheel Drive,Isuzu,Rodeo 4WD,AUTO
6.0,3.1,4-Wheel or All-Wheel Drive,Isuzu,Rodeo 4WD,MANUAL
8.0,4.9,Rear-Wheel Drive,Autokraft Limited,A.C.MARK IV,MANUAL
6.0,2.9,Rear-Wheel Drive,Import Trade Services,MB 300SL,MANUAL
6.0,3.0,Rear-Wheel Drive,J.K. Motors,300SL,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,300SL MERC BENZ,AUTO
4.0,1.7,Front-Wheel Drive,Acura,Integra,MANUAL
4.0,1.8,Rear-Wheel Drive,BMW,318i/318iS,MANUAL
8.0,5.0,Rear-Wheel Drive,Autokraft Limited,A.C.Mkiv,MANUAL
6.0,2.5,Rear-Wheel Drive,BMW,325i/325iS,AUTO
6.0,2.5,Rear-Wheel Drive,BMW,325i/325iS,MANUAL
4.0,2.3,Rear-Wheel Drive,Wallace Environmental,Wetl 190E,MANUAL
4.0,2.3,Rear-Wheel Drive,Wallace Environmental,Wetl 190E 2.3,MANUAL
6.0,2.5,Rear-Wheel Drive,Import Trade Services,BMW 325I,AUTO
6.0,3.0,Front-Wheel Drive,CX Automotive,XM v6,MANUAL
6.0,3.0,Front-Wheel Drive,CX Automotive,XM v6a,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,300CE MERC BENZ,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,300E MERC BENZ,AUTO
6.0,3.4,Rear-Wheel Drive,J.K. Motors,BMW535I,AUTO
6.0,3.4,Rear-Wheel Drive,J.K. Motors,BMW635CSI,AUTO
8.0,4.1,Front-Wheel Drive,Cadillac,Allante,AUTO
6.0,3.4,Rear-Wheel Drive,J.K. Motors,BMW635L6,AUTO
6.0,3.4,Rear-Wheel Drive,J.K. Motors,BMW735I,AUTO
6.0,3.4,Rear-Wheel Drive,J.K. Motors,BMW735IL,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,MERC BENZ 300CE,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,MERC BENZ 300E,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,MERC BENZ 300SE,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,MERC.BENZ.300SE,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,MERC BENZ 300SEL,AUTO
6.0,2.8,4-Wheel or All-Wheel Drive,Audi,100 quattro Wagon,AUTO
6.0,2.5,Rear-Wheel Drive,BMW,525i Touring,AUTO
6.0,3.0,Front-Wheel Drive,CX Automotive,XM v6 Break,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,300TE MERC BENZ,AUTO
6.0,3.0,Rear-Wheel Drive,J.K. Motors,MERC BENZ 300TE,AUTO
4.0,2.2,Rear-Wheel Drive,Peugeot,505 Station Wagon,AUTO
4.0,2.2,Rear-Wheel Drive,Peugeot,505 Station Wagon,MANUAL
8.0,3.4,Rear-Wheel Drive,Ferrari,348 TB/TS,MANUAL
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,300SL,AUTO
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,300SL,MANUAL
8.0,5.0,Rear-Wheel Drive,Mercedes-Benz,500SL,AUTO
8.0,4.9,Rear-Wheel Drive,Panos,Roadster,MANUAL
6.0,3.0,Rear-Wheel Drive,Toyota,Supra,AUTO
6.0,3.0,Rear-Wheel Drive,Toyota,Supra,MANUAL
8.0,5.3,Rear-Wheel Drive,Aston Martin,Virage/Volante,MANUAL
4.0,2.2,Front-Wheel Drive,Honda,Prelude,AUTO
6.0,3.2,Rear-Wheel Drive,Mercedes-Benz,300CE,AUTO
8.0,4.9,Rear-Wheel Drive,Saleen,Mustang,MANUAL
4.0,1.8,Front-Wheel Drive,Subaru,Impreza,AUTO
4.0,1.8,Front-Wheel Drive,Subaru,Impreza,MANUAL
4.0,1.8,4-Wheel or All-Wheel Drive,Subaru,Impreza AWD,AUTO
4.0,1.8,4-Wheel or All-Wheel Drive,Subaru,Impreza AWD,MANUAL
6.0,2.8,Front-Wheel Drive,Volkswagen,Corrado SLC,AUTO
6.0,3.2,Front-Wheel Drive,Acura,Legend,AUTO
6.0,3.2,Front-Wheel Drive,Acura,Legend,MANUAL
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,V8,AUTO
4.0,2.0,Rear-Wheel Drive,J.K. Motors,190E 2.3 MERC BENZ,AUTO
4.0,1.6,Front-Wheel Drive,Kia,Sephia,AUTO
4.0,1.6,Front-Wheel Drive,Kia,Sephia,MANUAL
5.0,2.5,Rear-Wheel Drive,Mercedes-Benz,300D 2.5 Turbo,AUTO
6.0,3.2,Rear-Wheel Drive,Mercedes-Benz,300E,AUTO
6.0,2.8,Rear-Wheel Drive,Mercedes-Benz,300E 2.8,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,300E 4Matic,AUTO
8.0,5.0,Rear-Wheel Drive,Mercedes-Benz,500E,AUTO
4.0,2.3,Front-Wheel Drive,Oldsmobile,Achieva,MANUAL
4.0,2.0,Front-Wheel Drive,Volkswagen,Golf III / GTI,AUTO
4.0,2.0,Front-Wheel Drive,Volkswagen,Jetta III,AUTO
4.0,2.0,Rear-Wheel Drive,J.K. Motors,230E MERC BENZ,AUTO
6.0,2.6,Rear-Wheel Drive,J.K. Motors,MERC.BENZ 260E,MANUAL
8.0,4.9,Rear-Wheel Drive,J.K. Motors,PORSCHE 928 S4,AUTO
6.0,3.0,Rear-Wheel Drive,Lexus,GS300,AUTO
8.0,4.6,Rear-Wheel Drive,Lincoln,Mark VIII,AUTO
8.0,5.0,Rear-Wheel Drive,Mercedes-Benz,500SEC,AUTO
4.0,2.3,Front-Wheel Drive,Saab,9000,MANUAL
4.0,1.8,Front-Wheel Drive,Subaru,Impreza Wagon,AUTO
4.0,1.8,Front-Wheel Drive,Subaru,Impreza Wagon,MANUAL
4.0,1.8,4-Wheel or All-Wheel Drive,Subaru,Impreza Wagon AWD,AUTO
4.0,1.8,4-Wheel or All-Wheel Drive,Subaru,Impreza Wagon AWD,MANUAL
6.0,3.2,Rear-Wheel Drive,Mercedes-Benz,300TE,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Mercedes-Benz,300TE 4Matic,AUTO
6.0,2.8,Front-Wheel Drive,Volkswagen,Passat Wagon,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,C1500 Pickup 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,C1500 Pickup 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,Chevrolet,C2500 Pickup 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,Chevrolet,C2500 Pickup 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,GMC,Sierra 1500 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Sierra 1500 2WD,MANUAL
8.0,6.2,Rear-Wheel Drive,GMC,Sierra 2500 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Sierra 2500 2WD,MANUAL
6.0,3.0,Rear-Wheel Drive,Toyota,Truck 2WD/T100 2WD,AUTO
6.0,3.0,Rear-Wheel Drive,Toyota,Truck 2WD/T100 2WD,MANUAL
6.0,3.0,4-Wheel or All-Wheel Drive,Toyota,Truck 4WD/T100 4WD,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Toyota,Truck 4WD/T100 4WD,MANUAL
8.0,6.2,Rear-Wheel Drive,GMC,Vandura G15/25 2WD,AUTO
8.0,6.2,Rear-Wheel Drive,GMC,Rally G15/25 2WD,AUTO
5.0,2.5,Front-Wheel Drive,Volkswagen,Eurovan,AUTO
6.0,4.0,Rear-Wheel Drive,Jaguar,XJS Convertible,AUTO
4.0,2.4,Rear-Wheel Drive,Nissan,240SX,AUTO
8.0,4.0,Rear-Wheel Drive,BMW,840ci,AUTO
8.0,5.8,Rear-Wheel Drive,Saleen,Mustang S351,MANUAL
6.0,2.8,Front-Wheel Drive,Volkswagen,Jetta III GLX,AUTO
5.0,2.5,Front-Wheel Drive,Volkswagen,Eurovan,MANUAL
6.0,4.0,Rear-Wheel Drive,Jaguar,XJS Coupe,AUTO
4.0,1.8,Front-Wheel Drive,Mitsubishi,Mirage,AUTO
4.0,1.8,Front-Wheel Drive,Mitsubishi,Mirage,MANUAL
6.0,5.3,Rear-Wheel Drive,Jaguar,XJR,AUTO
4.0,2.3,Rear-Wheel Drive,Volvo,940,AUTO
5.0,2.4,Front-Wheel Drive,Volvo,850 Wagon,AUTO
5.0,2.4,Front-Wheel Drive,Volvo,850 Wagon,MANUAL
4.0,2.3,Rear-Wheel Drive,Volvo,940 Wagon,AUTO
4.0,2.3,Front-Wheel Drive,Saab,900 Convertible,AUTO
4.0,2.3,Front-Wheel Drive,Saab,900 Convertible,MANUAL
6.0,2.5,Front-Wheel Drive,Saab,900 Convertible,AUTO
4.0,2.0,Front-Wheel Drive,Saab,900 Convertible,AUTO
4.0,2.0,Front-Wheel Drive,Saab,900 Convertible,MANUAL
6.0,3.8,Front-Wheel Drive,Buick,Riviera,AUTO
4.0,2.3,Front-Wheel Drive,Saab,900,AUTO
4.0,2.3,Front-Wheel Drive,Saab,900,MANUAL
6.0,2.5,Front-Wheel Drive,Saab,900,AUTO
4.0,2.0,Front-Wheel Drive,Saab,900,AUTO
4.0,2.0,Front-Wheel Drive,Saab,900,MANUAL
6.0,3.0,Front-Wheel Drive,Saab,9000,AUTO
4.0,2.3,Front-Wheel Drive,Saab,9000,AUTO
4.0,1.9,Rear-Wheel Drive,BMW,318i Convertible,MANUAL
4.0,1.9,Rear-Wheel Drive,BMW,318i/318is,AUTO
4.0,1.9,Rear-Wheel Drive,BMW,318i/318is,MANUAL
4.0,1.9,Rear-Wheel Drive,BMW,318ti,AUTO
4.0,1.9,Rear-Wheel Drive,BMW,318ti,MANUAL
6.0,4.0,Rear-Wheel Drive,Jaguar,Vanden Plas,AUTO
6.0,4.0,Rear-Wheel Drive,Jaguar,XJ6L,AUTO
4.0,2.2,Front-Wheel Drive,Quantum Technologies,Chevrolet Cavalier,AUTO
6.0,3.4,Rear-Wheel Drive,Porsche,911 Carrera,AUTO
6.0,3.4,Rear-Wheel Drive,Porsche,911 Carrera,MANUAL
8.0,4.6,Rear-Wheel Drive,Ford,Mustang,MANUAL
4.0,1.8,Front-Wheel Drive,Volkswagen,New Beetle,MANUAL
4.0,1.8,Front-Wheel Drive,Volkswagen,New Beetle,AUTO
6.0,3.8,Front-Wheel Drive,Chevrolet,Lumina/Monte Carlo,AUTO
4.0,2.3,Front-Wheel Drive,Saab,9-3 Viggen,MANUAL
6.0,2.8,Front-Wheel Drive,Volkswagen,Passat Syncro,AUTO
4.0,2.3,Front-Wheel Drive,Saab,9-5 Wagon,AUTO
6.0,3.0,Front-Wheel Drive,Saab,9-5 Wagon,AUTO
4.0,2.3,Front-Wheel Drive,Saab,9-5 Wagon,MANUAL
6.0,2.8,Front-Wheel Drive,Volkswagen,Passat Wagon,MANUAL
6.0,2.8,Front-Wheel Drive,Volkswagen,Passat Wagon Syncro,AUTO
8.0,5.4,2-Wheel Drive,Ford,F150 Pickup 2WD,AUTO
8.0,5.7,2-Wheel Drive,Chevrolet,Tahoe 1500 2WD,AUTO
8.0,5.7,2-Wheel Drive,GMC,Yukon 1500 2WD,AUTO
4.0,2.0,2-Wheel Drive,Honda,CR-V 2WD,AUTO
6.0,3.3,2-Wheel Drive,Nissan,Pathfinder 2WD,AUTO
6.0,3.3,2-Wheel Drive,Nissan,Pathfinder 2WD,MANUAL
6.0,3.8,Front-Wheel Drive,Chevrolet,Impala Police,AUTO
8.0,3.5,unknown,Lotus,Esprit V8,MANUAL
8.0,3.9,Rear-Wheel Drive,Morgan,Plus Eight,MANUAL
6.0,3.0,Front-Wheel Drive,Chrysler,Sebring,MANUAL
6.0,3.0,Front-Wheel Drive,Chrysler,Sebring,AUTO
6.0,3.0,Front-Wheel Drive,Dodge,Stratus,MANUAL
6.0,3.0,Front-Wheel Drive,Dodge,Stratus,AUTO
8.0,4.0,4-Wheel or All-Wheel Drive,Volkswagen,Passat Wagon 4motion,AUTO
4.0,2.4,Rear-Wheel Drive,London Taxi,London Taxi,AUTO
6.0,4.0,2-Wheel Drive,Mercury,Mountaineer 2WD,AUTO
6.0,3.3,2-Wheel Drive,Chrysler,Town and Country 2WD,AUTO
8.0,5.3,2-Wheel Drive,Chevrolet,Tahoe 1500 2WD,AUTO
5.0,2.5,Front-Wheel Drive,Volvo,C70 Convertible,AUTO
4.0,2.0,Rear-Wheel Drive,Red Shift Ltd.,Delta 204T,MANUAL
6.0,3.0,Front-Wheel Drive,Buick,Lacrosse/Allure,AUTO
6.0,3.5,4-Wheel Drive,Mercedes-Benz,E350 4matic,AUTO
8.0,5.5,4-Wheel Drive,Mercedes-Benz,E550 4matic,AUTO
6.0,3.5,All-Wheel Drive,Chrysler,300 AWD,AUTO
6.0,3.5,All-Wheel Drive,Dodge,Charger AWD,AUTO
8.0,5.5,4-Wheel Drive,Mercedes-Benz,S550 4matic,AUTO
8.0,6.3,Rear-Wheel Drive,Mercedes-Benz,S63 AMG,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,S400 Hybrid,AUTO
4.0,2.9,4-Wheel Drive,Chevrolet,Colorado 4WD,AUTO
4.0,2.9,4-Wheel Drive,Chevrolet,Colorado 4WD,MANUAL
5.0,3.7,4-Wheel Drive,Chevrolet,Colorado 4WD,AUTO
5.0,3.7,4-Wheel Drive,Chevrolet,Colorado Cab Chassis inc 4WD,AUTO
5.0,3.7,4-Wheel Drive,Chevrolet,Colorado Crew Cab 4WD,AUTO
4.0,2.9,4-Wheel Drive,GMC,Canyon 4WD,AUTO
4.0,2.9,4-Wheel Drive,GMC,Canyon 4WD,MANUAL
5.0,3.7,4-Wheel Drive,GMC,Canyon 4WD,AUTO
5.0,3.7,4-Wheel Drive,GMC,Canyon Crew Cab 4WD,AUTO
5.0,3.7,4-Wheel Drive,Hummer,H3T 4WD,AUTO
5.0,3.7,4-Wheel Drive,Hummer,H3T 4WD,MANUAL
4.0,2.3,Front-Wheel Drive,Acura,RDX 2WD,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,ML350,AUTO
4.0,2.3,All-Wheel Drive,Acura,RDX 4WD,AUTO
6.0,3.6,All-Wheel Drive,Audi,Q7,AUTO
5.0,3.7,4-Wheel Drive,Hummer,H3 4WD,AUTO
5.0,3.7,4-Wheel Drive,Hummer,H3 4WD,MANUAL
6.0,3.7,4-Wheel Drive,Jeep,Commander 4WD,AUTO
8.0,4.7,4-Wheel Drive,Mercedes-Benz,GL450 4matic,AUTO
8.0,5.5,4-Wheel Drive,Mercedes-Benz,GL550 4matic,AUTO
6.0,3.5,4-Wheel Drive,Mercedes-Benz,ML350 4matic,AUTO
8.0,5.5,4-Wheel Drive,Mercedes-Benz,ML550 4matic,AUTO
6.0,3.6,All-Wheel Drive,Volkswagen,Touareg,AUTO
4.0,2.7,Front-Wheel Drive,Toyota,Highlander 2WD,AUTO
4.0,2.7,Front-Wheel Drive,Toyota,Venza,AUTO
4.0,2.7,All-Wheel Drive,Toyota,Venza AWD,AUTO
4.0,2.5,4-Wheel Drive,Jeep,Cherokee 4WD,MANUAL
6.0,4.0,4-Wheel Drive,Jeep,Cherokee 4WD,MANUAL
6.0,4.0,4-Wheel Drive,Jeep,Cherokee 4WD,AUTO
4.0,2.5,4-Wheel Drive,Jeep,Wrangler 4WD,MANUAL
4.0,2.5,4-Wheel Drive,Jeep,Wrangler 4WD,AUTO
6.0,4.0,4-Wheel Drive,Jeep,Wrangler 4WD,MANUAL
6.0,4.0,4-Wheel Drive,Jeep,Wrangler 4WD,AUTO
6.0,3.8,Rear-Wheel Drive,Porsche,911 GT3,MANUAL
6.0,3.8,Rear-Wheel Drive,Porsche,911 GT3 RS,MANUAL
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,C300 FFV,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,C300,AUTO
6.0,3.0,4-Wheel Drive,Mercedes-Benz,C300 4matic FFV,AUTO
6.0,3.5,4-Wheel Drive,Mercedes-Benz,C300 4matic,AUTO
6.0,3.0,4-Wheel or All-Wheel Drive,Buick,Lacrosse/Allure AWD,AUTO
8.0,4.7,Rear-Wheel Drive,Maserati,Quattroporte,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Colorado 4WD,AUTO
8.0,5.3,4-Wheel Drive,Chevrolet,Colorado Crew Cab 4WD,AUTO
8.0,5.3,4-Wheel Drive,GMC,Canyon 4WD,AUTO
5.0,3.7,4-Wheel Drive,GMC,Canyon Cab Chassis Inc 4WD,AUTO
8.0,5.3,4-Wheel Drive,GMC,Canyon Crew Cab 4WD,AUTO
8.0,5.3,4-Wheel Drive,Hummer,H3T 4WD FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Express 1500 2WD Cargo FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Express 1500 2WD Conversion Cargo FFV,AUTO
8.0,5.3,All-Wheel Drive,Chevrolet,Express 1500 AWD Cargo FFV,AUTO
8.0,5.3,All-Wheel Drive,Chevrolet,Express 1500 AWD Conversion Cargo FFV,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Savana 1500 2WD (cargo) FFV,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Savana 1500 2WD Conversion (cargo) FFV,AUTO
8.0,5.3,All-Wheel Drive,GMC,Savana 1500  AWD (cargo) FFV,AUTO
8.0,5.3,All-Wheel Drive,GMC,Savana 1500  AWD Conversion (cargo) FFV,AUTO
8.0,5.3,Rear-Wheel Drive,Chevrolet,Express 1500 2WD Passenger FFV,AUTO
8.0,5.3,All-Wheel Drive,Chevrolet,Express 1500 AWD Passenger FFV,AUTO
8.0,5.3,Rear-Wheel Drive,GMC,Savana 1500 2WD (Passenger) FFV,AUTO
8.0,5.3,All-Wheel Drive,GMC,Savana 1500 AWD (Passenger) FFV,AUTO
6.0,3.0,Front-Wheel Drive,Ford,Escape FWD FFV,AUTO
6.0,3.0,Front-Wheel Drive,Mazda,Tribute FWD FFV,AUTO
6.0,3.0,Front-Wheel Drive,Mercury,Mariner FWD FFV,AUTO
8.0,4.4,All-Wheel Drive,BMW,X5 xDriveM,AUTO
8.0,4.4,All-Wheel Drive,BMW,X6 xDriveM,AUTO
4.0,2.5,4-Wheel Drive,Ford,Escape 4WD,AUTO
6.0,3.0,4-Wheel Drive,Ford,Escape 4WD FFV,AUTO
8.0,5.3,4-Wheel Drive,Hummer,H3 4WD FFV,AUTO
4.0,2.5,4-Wheel Drive,Mazda,Tribute 4WD,AUTO
6.0,3.0,4-Wheel Drive,Mazda,Tribute 4WD FFV,AUTO
6.0,3.5,4-Wheel Drive,Mercedes-Benz,GLK350 4matic,AUTO
4.0,2.5,4-Wheel Drive,Mercury,Mariner 4WD,AUTO
6.0,3.0,4-Wheel Drive,Mercury,Mariner 4WD FFV,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,Sport Van G10/20 2WD (passenger),AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,G10/20 Van 2WD (cargo),AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Vandura G15/25 2WD (cargo),AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,G30 Van 2WD (cargo),AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Vandura G35 2WD (cargo),AUTO
4.0,2.6,2-Wheel Drive,Isuzu,Pickup 2WD,MANUAL
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,SLK300,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,SLK350,MANUAL
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,SLK350,AUTO
8.0,5.5,Rear-Wheel Drive,Mercedes-Benz,SLK55 AMG,AUTO
6.0,2.5,All-Wheel Drive,Lexus,IS 250 AWD,AUTO
4.0,2.0,All-Wheel Drive,Saab,9-3 Sedan AWD,MANUAL
4.0,2.0,All-Wheel Drive,Saab,9-3 Sedan AWD,AUTO
8.0,6.3,Rear-Wheel Drive,Mercedes-Benz,C63 AMG,AUTO
8.0,6.3,Rear-Wheel Drive,Mercedes-Benz,CLS63 AMG,AUTO
4.0,2.0,Front-Wheel Drive,Hyundai,Elantra Blue,MANUAL
8.0,6.3,Rear-Wheel Drive,Mercedes-Benz,E63 AMG,AUTO
4.0,2.0,All-Wheel Drive,Saab,9-3X SportCombi AWD,MANUAL
4.0,2.0,All-Wheel Drive,Saab,9-3X SportCombi AWD,AUTO
6.0,4.0,4-Wheel Drive,Suzuki,Equator 4WD,AUTO
6.0,4.0,4-Wheel Drive,Nissan,Frontier 4WD,AUTO
6.0,4.0,4-Wheel Drive,Nissan,Frontier 4WD,MANUAL
4.0,2.7,Part-time 4-Wheel Drive,Toyota,Tacoma 4WD,MANUAL
6.0,4.0,Part-time 4-Wheel Drive,Toyota,Tacoma 4WD,AUTO
6.0,4.0,Part-time 4-Wheel Drive,Toyota,Tacoma 4WD,MANUAL
6.0,4.0,Rear-Wheel Drive,Nissan,Pathfinder FE 2WD,AUTO
6.0,3.7,4-Wheel Drive,Jeep,Liberty 4WD,AUTO
6.0,3.7,4-Wheel Drive,Dodge,Nitro 4WD,AUTO
6.0,3.8,4-Wheel Drive,Jeep,Wrangler 4WD,AUTO
6.0,3.8,4-Wheel Drive,Jeep,Wrangler 4WD,MANUAL
6.0,3.0,4-Wheel Drive,Mercedes-Benz,GL350 Bluetec,AUTO
6.0,3.0,4-Wheel Drive,Mercedes-Benz,ML350 Bluetec,AUTO
6.0,3.5,4-Wheel Drive,Mercedes-Benz,R350 4matic,AUTO
6.0,3.0,4-Wheel Drive,Mercedes-Benz,R350 Bluetec,AUTO
6.0,4.0,4-Wheel Drive,Nissan,Pathfinder 4WD,AUTO
8.0,5.6,4-Wheel Drive,Nissan,Pathfinder 4WD,AUTO
6.0,4.0,4-Wheel Drive,Nissan,Xterra 4WD,AUTO
6.0,4.0,4-Wheel Drive,Nissan,Xterra 4WD,MANUAL
8.0,5.7,4-Wheel Drive,Toyota,Land Cruiser Wagon 4WD,AUTO
8.0,5.7,4-Wheel Drive,Lexus,LX 570,AUTO
6.0,3.0,Rear-Wheel Drive,Nissan,Truck 2WD,AUTO
8.0,5.7,Rear-Wheel Drive,Chevrolet,Sport Van G30 2WD (cargo),AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Vandura 2500 2WD,AUTO
4.0,2.5,Rear-Wheel Drive,Porsche,924 S,MANUAL
4.0,1.3,Rear-Wheel Drive,Mazda,RX-7,MANUAL
8.0,5.6,Rear-Wheel Drive,Nissan,Titan FE 2WD,AUTO
6.0,2.5,Rear-Wheel Drive,Alfa Romeo,Milano,AUTO
8.0,5.6,Rear-Wheel Drive,Nissan,Titan FE 2WD FFV,AUTO
8.0,5.7,Rear-Wheel Drive,GMC,Rally G15/25 2WD (passenger),AUTO
6.0,2.5,Rear-Wheel Drive,Alfa Romeo,Milano,MANUAL
4.0,2.0,4-Wheel Drive,Honda,CR-V 4WD,AUTO
8.0,4.0,4-Wheel Drive,Land Rover,LR3,AUTO
8.0,4.4,4-Wheel Drive,Land Rover,LR3,AUTO
6.0,3.0,4-Wheel Drive,Mitsubishi,Montero Sport 4WD,AUTO
6.0,3.0,4-Wheel Drive,Mitsubishi,Montero Sport 4WD,MANUAL
6.0,3.0,Rear-Wheel Drive,Alfa Romeo,Milano,MANUAL
6.0,3.0,Rear-Wheel Drive,Mercedes-Benz,300SDL,AUTO
6.0,3.2,Front-Wheel Drive,Audi,A6,AUTO
6.0,3.0,Rear-Wheel Drive,Cadillac,CTS,AUTO
6.0,3.0,All-Wheel Drive,Cadillac,CTS AWD,AUTO
6.0,3.0,Rear-Wheel Drive,Cadillac,CTS Wagon,AUTO
6.0,3.0,All-Wheel Drive,Cadillac,CTS Wagon AWD,AUTO
6.0,3.5,All-Wheel Drive,Honda,Ridgeline Truck 4WD,AUTO
6.0,3.5,Rear-Wheel Drive,Mercedes-Benz,GLK350,AUTO
6.0,4.3,4-Wheel Drive,GMC,Sonoma 4WD,AUTO
6.0,3.5,All-Wheel Drive,Infiniti,M35x,AUTO
8.0,4.5,All-Wheel Drive,Infiniti,M45x,AUTO
6.0,3.7,4-Wheel Drive,Dodge,Dakota Pickup 4WD,AUTO
6.0,3.0,4-Wheel Drive,Mitsubishi,Outlander 4WD,AUTO
4.0,2.5,All-Wheel Drive,Toyota,RAV4 4WD,AUTO
6.0,3.5,All-Wheel Drive,Toyota,RAV4 4WD,AUTO
8.0,4.7,4-Wheel Drive,Dodge,Dakota Pickup 4WD FFV,AUTO
8.0,4.7,Rear-Wheel Drive,Dodge,Dakota Pickup 2WD FFV,AUTO
8.0,4.7,Rear-Wheel Drive,Dodge,Ram 1500 Pickup 2WD FFV,AUTO
8.0,4.7,4-Wheel Drive,Dodge,Ram 1500 Pickup 4WD FFV,AUTO
4.0,2.3,Rear-Wheel Drive,Ford,Ranger 2WD,AUTO
6.0,4.0,Rear-Wheel Drive,Ford,Ranger 2WD,MANUAL
6.0,4.0,4-Wheel Drive,Ford,Ranger 4WD,AUTO
6.0,4.0,4-Wheel Drive,Ford,Ranger 4WD,MANUAL
4.0,2.4,4-Wheel Drive,Jeep,Compass 4WD,AUTO
4.0,2.4,4-Wheel Drive,Jeep,Compass 4WD,MANUAL
4.0,2.4,4-Wheel Drive,Jeep,Patriot 4WD,AUTO
4.0,2.4,4-Wheel Drive,Jeep,Patriot 4WD,MANUAL
4.0,2.5,Rear-Wheel Drive,Porsche,944,MANUAL
